year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_salary,gross_monthly_salary
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),93.8,90.6,3856,3976
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),100,97,3777,3811
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,89.1,74.6,2972,3102
2019,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems) ^,95.2,90.5,3931,4024
2019,Singapore Institute of Technology,SIT-Massey University,Bachelor of Food Technology with Honours,93,88.4,2962,2978
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,82.2,73.3,3217,3463
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering ^,91.3,82.6,3489,3542
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,100,3318,3393
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ^,80,66.7,3227,3269
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Naval Architecture **,na,na,na,na
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering **,na,na,na,na
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,na,na,na,na
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3429,3466
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),98.3,98.3,3479,3498
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na
2019,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,100,95.8,3522,3772
2019,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,81.8,77.3,3213,3471
2019,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology **,na,na,na,na
2019,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,81,61.9,2532,2852
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,78.7,55.3,2724,2832
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,87.1,80.6,2692,2760
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,77.1,64.6,3500,3597
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.4,67.6,3863,3993
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,97,93.9,3569,3722
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93.2,83.1,3764,3793
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,92.3,89.2,4294,4366
2019,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,80.2,70.4,3647,3823
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,96.4,93.7,3753,3802
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),97.9,97.9,4364,4431
2019,Singapore Management University,School of Business (4-year programme) *,Business Management,91,84.8,4056,4181
2019,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),93,90.4,4504,4614
2019,Singapore Management University,School of Economics (4-year programme) *,Economics,87.1,81.3,4042,4159
2019,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.2,89.9,4401,4520
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,95.1,90.2,4413,4549
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),98,96,5029,5212
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,92.2,82.8,3523,3629
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),92.7,90.2,3599,3742
2019,Singapore Management University,School of Law (4-year programme) *,Law #,99.1,98.2,4942,5064
2019,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,98.6,97.1,5136,5324
2019,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,87.1,74.2,2942,2975
2019,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,91.1,83.3,2880,2900
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,88.6,88.6,3708,3722
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,88.3,70,2993,3169
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),84.2,80.2,3991,4042
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),88.8,85.7,4599,4636
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),89.9,87.3,3944,4082
2019,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),100,91.8,3923,3985
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,96,88.7,3213,3228
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,97.6,91.3,4615,4704
2020,Nanyang Technological University,College of Business (Nanyang Business School),Business,95.2,66.8,3973,4113
2020,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,97.4,97.4,5216,5537
2020,Nanyang Technological University,College of Engineering,Aerospace Engineering,91.2,75.8,4110,4284
2020,Nanyang Technological University,College of Engineering,Bioengineering,89.1,43.6,3428,3473
2020,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,95,83,3732,3948
2020,Nanyang Technological University,College of Engineering,Civil Engineering,95.7,87,3458,3495
2020,Nanyang Technological University,College of Engineering,Computer Engineering,97.2,94.4,4069,4136
2020,Nanyang Technological University,College of Engineering,Computer Science,92.2,86.1,4508,4558
2020,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,100,94.1,4459,4516
2020,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,94.5,75.1,3925,4004
2020,Nanyang Technological University,College of Engineering,Environmental Engineering,90.2,58.5,3364,3444
2020,Nanyang Technological University,College of Engineering,Information Engineering and Media,96,70,4085,4208
2020,Nanyang Technological University,College of Engineering,Maritime Studies,90.8,78.5,3608,3646
2020,Nanyang Technological University,College of Engineering,Materials Engineering,91.5,69,3613,3755
2020,Nanyang Technological University,College of Engineering,Mechanical Engineering,91.7,67.5,3861,3977
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",90.4,35.7,2858,2925
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,83.8,63.5,3251,3310
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,94.9,66.7,3378,3440
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,91.8,63.5,3756,3926
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,90.9,43.2,3507,3561
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,87.2,44.7,3558,3644
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,95.8,50,3608,3797
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,96.6,63.8,3371,3472
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,96.3,70.4,3417,3580
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,83.8,53.5,3315,3433
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,92.5,67.5,3989,4043
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,95.4,66.2,3529,3598
2020,Nanyang Technological University,College of Science,Biological Sciences,88.9,56.7,3319,3401
2020,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,94.7,84.2,2950,2969
2020,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,91.9,45.6,3230,3345
2020,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,95.5,63.6,3637,3657
2020,Nanyang Technological University,College of Science,Mathematical Sciences,92.4,68.9,3746,3823
2020,Nanyang Technological University,College of Science,Mathematics and Economics,87.1,55.7,3849,3949
2020,Nanyang Technological University,College of Science,Physics and Applied Physics,92.6,48.5,3643,3719
2020,Nanyang Technological University,Sports Science and Management,Sports Science and Management,91.5,52.5,3494,3661
2020,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,98.4,3582,3682
2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3660,3744
2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4775,5387
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,90.4,39.8,3639,3868
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),93.1,54.2,3529,3586
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,93.5,65.3,3597,3666
2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4202,4280
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),95.8,53.1,3500,3577
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),97,78.2,3955,4155
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),95.5,86.5,3661,3739
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,75.4,4256,4370
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,91.3,73.9,4499,4584
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),100,63.2,3473,3572
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),97.2,93,4236,4337
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),90.3,66.1,3795,3922
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),94.2,69.6,3832,3946
2020,National University of Singapore,Faculty of Law,Bachelor of Laws #,91.8,86.8,4848,5009
2020,National University of Singapore,Faculty of Science,Bachelor of Science,86,42.1,3195,3297
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),93.1,57.4,3636,3723
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,80,40,4563,4625
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,99.3,93.7,3590,3751
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics) ^,100,78.3,4417,4456
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration ^,96.3,66.7,4910,5043
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),94.9,80.7,4459,4579
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,90.9,63.6,4443,4443
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),96.8,92.1,3951,4050
2020,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),97.1,92.6,5576,5735
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,90.9,90.9,4620,4746
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98.6,93.1,4591,4764
2020,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),98,84.3,4985,5094
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),94,91,3984,4058
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,90.3,22.6,3417,3417
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),92.2,66.7,3338,3400
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),95.1,68.6,3609,3682
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,100,100,4688,5306
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97.4,92.2,3269,3489
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),98.5,97,3371,3616
2020,National University of Singapore,YST Conservatory of Music,Bachelor of Music,69.2,15.4,3163,3238
2020,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,65.7,4242,4370
2020,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,92.6,77.8,5615,5798
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),93.7,81.1,4904,4977
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,92.9,47.6,3251,3409
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,100,78.6,3486,3575
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,97.1,70.6,2845,2862
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,97.7,81.8,3960,3974
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,97.6,90.5,4390,4399
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,97.4,69.8,3107,3120
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100,95.9,4023,4237
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),96.2,83,4275,4366
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,94.2,73.9,3329,3749
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98.1,84.6,3585,3702
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),97.1,77.1,3823,4203
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),92.9,55.4,4083,4135
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,89.9,47.9,3041,3148
2020,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),95.7,82.6,4044,4114
2020,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,95.2,52.4,3060,3084
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,95.7,47.8,3095,3242
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,97.9,68.8,3501,3603
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,79.2,3774,3821
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,94.6,57.1,3281,3443
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,78.6,42.9,3217,3244
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92.3,69.2,3921,4160
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),100,100,3446,3685
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3510,3542
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),98.2,96.3,3485,3518
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) ^,100,83.3,3380,3380
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,97.9,78.7,3444,3518
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,96.2,94.2,3436,3725
2020,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,93.3,48.9,3147,3387
2020,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology,94.7,39.5,3760,3773
2020,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,86,66.7,2497,2675
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,85.7,38.1,2773,2876
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,83.9,45.2,2958,2992
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,91.2,35.3,4127,4159
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems ^,100,37.9,3900,3940
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,95,53.3,3461,3592
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,89.3,58.9,3579,3690
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,98.6,89.9,4517,4530
2020,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,93.7,68.4,3634,3919
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,94.7,86,3636,3694
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),96.3,86.1,3979,4057
2020,Singapore Management University,School of Business (4-year programme) *,Business Management,95.8,68.4,4183,4293
2020,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),97.5,78.7,4596,4688
2020,Singapore Management University,School of Economics (4-year programme) *,Economics,91.5,70.5,4181,4290
2020,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.7,82.9,4670,4749
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,93.1,83.9,4548,4683
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),93.3,93.3,4903,5064
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,89.9,52.8,3540,3626
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),90.6,65.6,3711,3784
2020,Singapore Management University,School of Law (4-year programme) *,Law #,95.5,91.1,4729,4804
2020,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,97,95.5,5053,5141
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education ^,100,88.2,2879,2879
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,90.6,22.6,2947,3051
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,97.3,89.2,3443,3486
2020,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,94.6,81.7,3059,3116
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance ^,100,50,3537,3854
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.1,51.3,3126,3246
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management ^,88,36,3125,3284
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),94.6,82.1,3809,3901
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),95.2,77.1,4195,4287
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),96.9,85.4,4581,4734
2020,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),100,95.6,3897,3982
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,97.7,93,3505,3539
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,99.2,96.2,5018,5173
2021,Nanyang Technological University,College of Business (Nanyang Business School),Business,96.2,85.2,4211,4362
2021,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,93.8,87.5,6418,6578
2021,Nanyang Technological University,College of Engineering,Aerospace Engineering,94.4,87.3,4250,4321
2021,Nanyang Technological University,College of Engineering,Bioengineering,90.9,75.8,3480,3654
2021,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,91.1,84.8,3784,3959
2021,Nanyang Technological University,College of Engineering,Civil Engineering,97.7,92,3596,3664
2021,Nanyang Technological University,College of Engineering,Computer Engineering,95.8,89.6,4649,4847
2021,Nanyang Technological University,College of Engineering,Computer Science,97,91,4871,4924
2021,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,90.9,90.9,4485,4566
2021,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,93.9,88.6,3978,4069
2021,Nanyang Technological University,College of Engineering,Environmental Engineering,96.6,86.2,3422,3487
2021,Nanyang Technological University,College of Engineering,Information Engineering and Media,95.7,88.6,4247,4325
2021,Nanyang Technological University,College of Engineering,Maritime Studies,98.4,95.2,3697,3763
2021,Nanyang Technological University,College of Engineering,Materials Engineering,96.3,83,3701,3801
2021,Nanyang Technological University,College of Engineering,Mechanical Engineering,94,86.1,3845,4006
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",86.2,46.6,3146,3182
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,87,72.5,3376,3483
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,96.9,80.8,3463,3548
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,93.5,88.3,3658,3720
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,95.5,64.2,3254,3354
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,82.2,66.7,3724,3800
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,92.9,75,3794,3822
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,87.2,70.2,3351,3398
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,88.5,57.7,3394,3502
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,91.8,71.8,3342,3362
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,83.3,77.1,4024,4105
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,91.3,69.6,3509,3567
2021,Nanyang Technological University,College of Science,Biological Sciences / Biomedical Sciences,96.8,81.7,3470,3569
2021,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,90.9,77.3,3023,3119
2021,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,90.2,74.4,3367,3501
2021,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,100,91.3,3810,3888
2021,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,91,75.6,3939,4039
2021,Nanyang Technological University,College of Science,Physics and Applied Physics,84.5,69,3710,3793
2021,Nanyang Technological University,Sports Science and Management,Sports Science and Management,86.2,55.4,3292,3438
2021,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3563,3718
2021,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,100,100,3578,3796
2021,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4702,5404
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,91.4,70,3405,3600
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.8,68.3,3619,3731
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,92.5,78.2,3757,3850
2021,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4256,4286
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),94.4,83.3,3610,3732
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),91.4,84.8,3793,4023
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),97.3,97.3,3780,3897
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),95.1,93,4251,4377
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,89.5,68.4,4189,4399
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),97.1,88.6,3572,3607
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),96.7,91.8,4237,4417
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),91.7,87.5,3899,4020
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),94.5,89.5,3965,4115
2021,National University of Singapore,Faculty of Law,Bachelor of Laws #,96.5,93.5,5398,5627
2021,National University of Singapore,Faculty of Science,Bachelor of Science,82.4,56.9,3446,3627
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),92.2,76.5,3665,3767
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,100,100,4655,4677
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,95.9,91.9,3773,3923
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),97.7,95.3,4819,4981
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration,94.7,81.6,5199,5567
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),98.1,93.5,4828,4950
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,100,100,3380,3515
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97,96.3,4124,4194
2021,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),99.1,96.4,5898,6002
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,100,100,4992,5095
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),97.5,96.2,5087,5217
2021,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),100,100,5437,5603
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),97.7,96.6,4090,4139
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87.5,75,4146,4178
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),93.1,92.1,3424,3560
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94.5,82.4,3692,3863
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),96.2,93.3,3300,3530
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),97.9,96.8,3482,3750
2021,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,82.4,35.3,3136,3203
